"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","1999","432","1570643","27.5"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2000","395","1576042","25.06"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2001","403","1580087","25.5"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2002","386","1583267","24.38"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2003","406","1590946","25.52"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2004","360","1598272","22.52"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2005","363","1610721","22.54"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2006","402","1629110","24.68"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2007","405","1643115","24.65"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2008","412","1656414","24.87"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2009","462","1669087","27.68"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2010","437","1674262","26.1"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2011","416","1677215","24.8"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2012","447","1678096","26.64"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2013","475","1678767","28.29"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2014","436","1679272","25.96"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2015","501","1678776","29.84"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2016","523","1679387","31.14"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2017","552","1680222","32.85"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2018","519","1682439","30.85"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","2019","516","1686026","30.6"
"Males","White","Alabama","Both","All Ages","1999","2019","Firearm","","9248","34502166","26.8"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","1999","199","539198","36.91"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2000","233","543152","42.9"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2001","205","546578","37.51"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2002","223","549217","40.6"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2003","226","553307","40.85"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2004","197","557319","35.35"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2005","251","563308","44.56"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2006","254","572880","44.34"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2007","260","579036","44.9"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2008","268","586075","45.73"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2009","215","592661","36.28"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2010","212","596674","35.53"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2011","224","600771","37.29"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2012","249","605764","41.11"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2013","244","610885","39.94"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2014","240","614057","39.08"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2015","283","617809","45.81"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2016","338","619868","54.53"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2017","382","621031","61.51"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2018","365","622427","58.64"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","2019","369","624145","59.12"
"Males","Black","Alabama","Both","All Ages","1999","2019","Firearm","","5437","12316162","44.15"
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","1999","P","11256","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2000","P","12461","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2001","P","13077","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2002","P","13626","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2003","P","14202","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2004","P","14633","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2005","P","15166","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2006","P","15778","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2007","P","16285","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2008","P","17005","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2009","P","17698","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2010","P","18294","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2011","P","18159","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2012","P","18189","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2013","P","18116","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2014","P","18260","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2015","P","18416","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2016","P","18605","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2017","P","18737","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2018","P","19047","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2019","P","19240","."
"Males","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","","27","346250","7.8"
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","1999","P","15787","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2000","P","17317","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2001","P","18396","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2002","P","19609","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2003","P","20967","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2004","P","22648","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2005","P","24187","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2006","P","25733","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2007","P","27129","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2008","P","28455","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2009","P","30333","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2010","P","31247","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2011","P","32109","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2012","P","33661","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2013","P","34654","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2014","P","35503","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2015","P","36633","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2016","P","37739","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2017","P","38693","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2018","P","39407","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2019","P","40106","."
"Males","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","","43","610313","7.05"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","1999","114","1640665","6.95"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2000","96","1643905","5.84"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2001","95","1645541","5.77"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2002","75","1646445","4.56"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2003","94","1650890","5.69"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2004","87","1657539","5.25"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2005","89","1668327","5.33"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2006","79","1685050","4.69"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2007","107","1697518","6.3"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2008","102","1710122","5.96"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2009","112","1720115","6.51"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2010","102","1725925","5.91"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2011","108","1730639","6.24"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2012","101","1732919","5.83"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2013","104","1734563","6"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2014","109","1736314","6.28"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2015","132","1736941","7.6"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2016","140","1739327","8.05"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2017","130","1742193","7.46"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2018","127","1746198","7.27"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","2019","125","1751454","7.14"
"Females","White","Alabama","Both","All Ages","1999","2019","Firearm","","2228","35742590","6.23"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","1999","41","623475","6.58"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2000","40","627461","6.37"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2001","33","630901","5.23"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2002","36","633374","5.68"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2003","38","636876","5.97"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2004","29","641873","4.52"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2005","32","647595","4.94"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2006","43","657654","6.54"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2007","35","664831","5.26"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2008","36","673102","5.35"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2009","37","678586","5.45"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2010","23","682574","3.37"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2011","33","687584","4.8"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2012","29","692366","4.19"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2013","34","696924","4.88"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2014","30","700855","4.28"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2015","39","704814","5.53"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2016","39","708069","5.51"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2017","51","711835","7.16"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2018","44","715353","6.15"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","2019","55","718161","7.66"
"Females","Black","Alabama","Both","All Ages","1999","2019","Firearm","","777","14134263","5.5"
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","1999","P","11411","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2000","P","12324","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2001","P","12933","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2002","P","13377","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2003","P","13863","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2004","P","14341","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2005","P","14791","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2006","P","15387","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2007","P","15988","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2008","P","16513","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2009","P","17146","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2010","P","17670","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2011","P","17611","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2012","P","17732","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2013","P","17871","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2014","P","17969","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2015","P","18128","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2016","P","18242","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2017","P","18431","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2018","P","18687","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","2019","P","19016","."
"Females","Am Indian/AK Native","Alabama","Both","All Ages","1999","2019","Firearm","","P","339431","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","1999","P","17708","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2000","P","19025","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2001","P","20121","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2002","P","21174","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2003","P","22440","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2004","P","24104","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2005","P","25710","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2006","P","27389","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2007","P","28938","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2008","P","30520","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2009","P","32312","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2010","P","33479","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2011","P","34981","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2012","P","36861","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2013","P","38301","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2014","P","39569","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2015","P","40830","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2016","P","42288","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2017","P","43344","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2018","P","44123","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","2019","P","45037","."
"Females","Asian/Pac Islander","Alabama","Both","All Ages","1999","2019","Firearm","","12","668254","1.8"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","1999","43","242016","17.77"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2000","63","240845","26.16"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2001","55","243010","22.63"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2002","59","245728","24.01"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2003","69","246827","27.95"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2004","65","250719","25.93"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2005","52","253360","20.52"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2006","61","256051","23.82"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2007","77","257707","29.88"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2008","87","260411","33.41"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2009","52","261942","19.85"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2010","74","267281","27.69"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2011","67","270322","24.79"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2012","74","272843","27.12"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2013","77","275063","27.99"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2014","85","274000","31.02"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2015","87","273517","31.81"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2016","82","273528","29.98"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2017","89","270755","32.87"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2018","79","267908","29.49"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","2019","93","265984","34.96"
"Males","White","Alaska","Both","All Ages","1999","2019","Firearm","","1490","5469817","27.24"
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","1999","P","13900","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2000","P","14371","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2001","P","14442","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2002","P","14871","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2003","P","14778","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2004","P","15144","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2005","P","15369","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2006","P","15466","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2007","P","15857","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2008","P","16304","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2009","P","16271","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2010","P","17042","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2011","P","17888","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2012","P","18745","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2013","P","19351","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2014","P","19416","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2015","11","19528","56.33"
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2016","10","19866","50.34"
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2017","16","19973","80.11"
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2018","12","20008","59.98"
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","2019","P","19870","."
"Males","Black","Alaska","Both","All Ages","1999","2019","Firearm","","123","358460","34.31"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","1999","25","53120","47.06"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2000","35","53915","64.92"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2001","24","54650","43.92"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2002","30","55213","54.34"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2003","27","55853","48.34"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2004","26","56792","45.78"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2005","36","57713","62.38"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2006","27","58361","46.26"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2007","25","58689","42.6"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2008","32","59398","53.87"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2009","28","60293","46.44"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2010","34","60913","55.82"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2011","30","61909","48.46"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2012","26","62494","41.6"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2013","36","63329","56.85"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2014","28","63836","43.86"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2015","39","64281","60.67"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2016","42","64764","64.85"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2017","41","64908","63.17"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2018","31","64917","47.75"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","2019","44","64906","67.79"
"Males","Am Indian/AK Native","Alaska","Both","All Ages","1999","2019","Firearm","","666","1260254","52.85"
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","1999","P","14478","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2000","P","15332","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2001","P","16033","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2002","P","16892","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2003","P","17922","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2004","P","18824","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2005","P","19584","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2006","P","20303","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2007","P","20909","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2008","P","21930","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2009","P","23387","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2010","P","24406","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2011","P","25682","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2012","P","26748","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2013","P","27889","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2014","P","28325","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2015","P","28914","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2016","P","29877","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2017","P","30643","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2018","P","30614","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","2019","P","30658","."
"Males","Asian/Pac Islander","Alaska","Both","All Ages","1999","2019","Firearm","","69","489350","14.1"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","1999","10","220036","4.54"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2000","P","219592","."
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2001","P","220808","."
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2002","23","222980","10.31"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2003","P","224714","."
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2004","P","227747","."
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2005","11","229332","4.8"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2006","10","231903","4.31"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2007","P","232706","."
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2008","10","233554","4.28"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2009","11","237925","4.62"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2010","17","240155","7.08"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2011","13","243239","5.34"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2012","12","244375","4.91"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2013","18","244449","7.36"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2014","15","243046","6.17"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2015","26","242356","10.73"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2016","24","242584","9.89"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2017","16","240943","6.64"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2018","16","239055","6.69"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","2019","15","237492","6.32"
"Females","White","Alaska","Both","All Ages","1999","2019","Firearm","","277","4918991","5.63"
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","1999","P","12710","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2000","P","13141","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2001","P","12905","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2002","P","13286","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2003","P","13418","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2004","P","13519","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2005","P","13402","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2006","P","13612","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2007","P","13735","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2008","P","13771","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2009","P","14302","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2010","P","14362","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2011","P","14889","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2012","P","15357","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2013","P","15606","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2014","P","15522","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2015","P","15558","."
"Females","Black","Alaska","Both","All Ages","1999","2019","Firearm","2016","P","16013","."
